0,9.06055654570728e-06
1,7.557069797745521e-05
2,1.5710638328236647e-05
3,2.0347322769032283e-05
4,0.003046093802882021
5,4.12996752629209e-07
6,1.2476801551092815e-06
7,6.868197516578437e-08
8,1.0954243101947434e-05
9,8.817870801796154e-05
10,0.0013036415051383952
11,0.0005129374129314799
12,0.006861739632833657
13,0.002979994913453425
14,0.015195784589776303
15,0.00021092913115240426
16,0.0025372347460775897
17,7.602584039368992e-05
18,0.00017869327607921746
19,0.023899984136924318
20,8.256375984655036e-05
